time,SO2,O3,NO2,CO
8/16/2022,0,0.063,0.012,0.426
8/17/2022,0,0.068,0.013,0.434
8/18/2022,0,0.053,0.008,0.282
8/19/2022,0,0.054,0.007,0.301
8/20/2022,0,0.044,0.004,0.241
8/21/2022,0,0.05,0.005,0.245
8/22/2022,0,0.056,0.006,0.201
8/23/2022,0,0.054,0.009,0.312
8/24/2022,0,0.044,0.01,0.346
8/25/2022,0,0.048,0.01,0.297
8/26/2022,0,0.052,0.008,0.271
8/27/2022,0,0.045,0.006,0.235
8/28/2022,0,0.043,0.005,0.189
8/29/2022,0,0.047,0.005,0.185
8/30/2022,0,0.066,0.01,0.3
8/31/2022,0,0.062,0.016,0.451
9/1/2022,0.001,0.069,0.02,0.6
9/2/2022,0,0.072,0.016,0.419
9/3/2022,0,0.06,0.014,0.498
9/4/2022,0,0.034,0.01,0.248
9/5/2022,0,0.066,0.011,0.251
9/6/2022,0,0.073,0.014,0.469
9/7/2022,0,0.092,0.016,0.494
9/8/2022,0,0.064,0.021,0.582
9/9/2022,0,0.025,0.014,0.359
9/10/2022,0,0.039,0.013,0.291
9/11/2022,0,0.047,0.008,0.194
9/12/2022,0,0.042,0.008,0.213
9/13/2022,0,0.033,0.01,0.237
9/14/2022,0,0.04,0.005,0.225
9/15/2022,0,0.047,0.008,0.217
9/16/2022,0,0.055,0.007,0.287
9/17/2022,0,0.058,0.007,0.289
9/18/2022,0,0.056,0.004,0.22
9/19/2022,0,0.056,0.006,0.191
9/20/2022,0,0.048,0.009,0.277
9/21/2022,0,0.04,0.007,0.207
9/22/2022,0,0.06,0.013,0.429
9/23/2022,0,0.063,0.014,0.468
9/24/2022,0,0.058,0.014,0.388
9/25/2022,0,0.057,0.009,0.329
9/26/2022,0,0.063,0.018,0.512
9/27/2022,0,0.073,0.018,0.618
9/28/2022,0,0.069,0.018,0.621
9/29/2022,0,0.064,0.012,0.491
9/30/2022,0,0.047,0.012,0.383
10/1/2022,0,0.056,0.004,0.221
10/2/2022,0,0.051,0.002,0.174
10/3/2022,0,0.053,0.006,0.24
10/4/2022,0,0.059,0.01,0.337
10/5/2022,0,0.05,0.016,0.401
10/6/2022,0,0.06,0.01,0.375
10/7/2022,0,0.059,0.013,0.386
10/8/2022,0,0.064,0.009,0.385
10/9/2022,0,0.055,0.007,0.353
10/10/2022,0,0.054,0.006,0.317
10/11/2022,0,0.057,0.007,0.278
10/12/2022,0,0.054,0.003,0.244
10/13/2022,0,0.053,0.007,0.289
10/14/2022,0,0.044,0.008,0.3
10/15/2022,0,0.043,0.007,0.264
10/16/2022,0,0.045,0.008,0.296
10/17/2022,0,0.055,0.012,0.532
10/18/2022,0,0.048,0.02,0.732
10/19/2022,0,0.046,0.025,0.71
10/20/2022,0,0.062,0.026,0.675
10/21/2022,0,0.065,0.015,0.424
10/22/2022,0,0.044,0.004,0.228
10/23/2022,0,0.043,0.011,0.305
10/24/2022,0,0.047,0.015,0.503
10/25/2022,0,0.057,0.023,0.763
10/26/2022,0,0.05,0.018,0.461
10/27/2022,0,0.051,0.013,0.362
10/28/2022,0,0.06,0.017,0.675
10/29/2022,0,0.059,0.014,0.536
10/30/2022,0,0.068,0.014,0.514
10/31/2022,0,0.066,0.025,0.84
