time,SO2,O3,NO2,CO
9/24/2022,0.001,,0.017,
9/25/2022,0,,0.008,
9/26/2022,0,,0.012,0.303
9/27/2022,0,,0.02,0.325
9/28/2022,0,,0.02,0.323
9/29/2022,0,,0.016,0.343
9/30/2022,0,,0.023,0.897
10/1/2022,0,,0.009,0.275
10/2/2022,0,,0.008,0.271
10/3/2022,0,,0.02,0.835
10/4/2022,0,,0.023,0.389
10/5/2022,0,,0.014,0.44
10/6/2022,0,,0.017,0.523
10/7/2022,0,,0.017,0.562
10/8/2022,0,,0.019,0.531
10/9/2022,0,,0.011,0.521
10/10/2022,0,,0.013,0.6
10/11/2022,0,,0.015,0.603
10/12/2022,0,,0.012,0.556
10/13/2022,0,,0.012,0.369
10/14/2022,0,,0.012,0.462
10/15/2022,0,,0.007,0.432
10/16/2022,0,,0.028,0.831
10/17/2022,0,,0.024,1.019
10/18/2022,0.001,,0.033,1.3
10/19/2022,0.001,,0.034,1.873
10/20/2022,0,,0.016,0.698
10/21/2022,0,,0.011,0.552
10/22/2022,0,,0.009,0.472
10/23/2022,0,,0.013,0.572
10/24/2022,0.001,,0.027,1.488
10/25/2022,0,,0.022,0.635
10/26/2022,0.001,,0.028,0.862
10/27/2022,0,,0.029,1.309
10/28/2022,0,,0.027,1.032
10/29/2022,0,,0.029,0.978
10/30/2022,0,,0.011,0.62
10/31/2022,0,,0.016,0.626
11/1/2022,0,,0.009,0.281
11/2/2022,0,,0.03,0.985
11/3/2022,0,,0.029,0.861
11/4/2022,0,,0.029,0.696
11/5/2022,0,,0.01,0.424
11/6/2022,0,,0.014,0.34
11/7/2022,0,,0.023,0.559
11/8/2022,0,,0.023,0.457
11/9/2022,0,,0.026,0.505
11/10/2022,0,,0.025,1.322
11/11/2022,0.001,,0.027,1.572
11/12/2022,0.001,,0.022,1.406
11/13/2022,0.001,,0.025,1.166
11/14/2022,0.002,,0.023,1.181
11/15/2022,0.002,,0.031,1.675
11/16/2022,0.001,,0.035,1.597
11/17/2022,0.004,,0.032,1.431
11/18/2022,0.001,,0.029,1.591
11/19/2022,0.001,,0.035,1.495
11/20/2022,0.001,,0.042,1.872
11/21/2022,0.001,,0.04,1.793
11/22/2022,0.006,,0.035,1.856
11/23/2022,0.005,,0.042,1.548
11/24/2022,0.008,,0.04,1.204
11/25/2022,0.002,,0.043,2.167
11/26/2022,0.001,,0.034,1.931
11/27/2022,0.001,,0.032,1.688
11/28/2022,0.001,,0.028,1.185
11/29/2022,0.001,,0.034,1.338
11/30/2022,0.001,,0.03,1.242
12/1/2022,0,,0.025,0.459
12/2/2022,0.001,,0.031,1.285
12/3/2022,0,,0.029,0.666
12/4/2022,0,,0.02,0.443
12/5/2022,0,,0.032,0.643
12/6/2022,0,,0.027,0.679
12/7/2022,0.001,,0.028,1.373
12/8/2022,0,,0.023,1
12/9/2022,0,,0.031,0.434
12/10/2022,0,,0.013,0.109
12/11/2022,0,,0.011,0.158
12/12/2022,0,,0.027,1.14
